index escape_code
0, '\x00' START
31, '\x1f' END
92, '\\' START
92, '\\' END
127, '\x7f' START
160, '\xa0' END
173, '\xad' START
173, '\xad' END
888, '\u0378' START
889, '\u0379' END
896, '\u0380' START
899, '\u0383' END
907, '\u038b' START
907, '\u038b' END
909, '\u038d' START
909, '\u038d' END
930, '\u03a2' START
930, '\u03a2' END
1328, '\u0530' START
1328, '\u0530' END
1367, '\u0557' START
1368, '\u0558' END
1419, '\u058b' START
1420, '\u058c' END
1424, '\u0590' START
1424, '\u0590' END
1480, '\u05c8' START
1487, '\u05cf' END
1515, '\u05eb' START
1518, '\u05ee' END
1525, '\u05f5' START
1541, '\u0605' END
1564, '\u061c' START
1565, '\u061d' END
1757, '\u06dd' START
1757, '\u06dd' END
1806, '\u070e' START
1807, '\u070f' END
1867, '\u074b' START
1868, '\u074c' END
1970, '\u07b2' START
1983, '\u07bf' END
2043, '\u07fb' START
2044, '\u07fc' END
2094, '\u082e' START
2095, '\u082f' END
2111, '\u083f' START
2111, '\u083f' END
2140, '\u085c' START
2141, '\u085d' END
2143, '\u085f' START
2143, '\u085f' END
2155, '\u086b' START
2207, '\u089f' END
2229, '\u08b5' START
2229, '\u08b5' END
2248, '\u08c8' START
2258, '\u08d2' END
2274, '\u08e2' START
2274, '\u08e2' END
2436, '\u0984' START
2436, '\u0984' END
2445, '\u098d' START
2446, '\u098e' END
2449, '\u0991' START
2450, '\u0992' END
2473, '\u09a9' START
2473, '\u09a9' END
2481, '\u09b1' START
2481, '\u09b1' END
2483, '\u09b3' START
2485, '\u09b5' END
2490, '\u09ba' START
2491, '\u09bb' END
2501, '\u09c5' START
2502, '\u09c6' END
2505, '\u09c9' START
2506, '\u09ca' END
2511, '\u09cf' START
2518, '\u09d6' END
2520, '\u09d8' START
2523, '\u09db' END
2526, '\u09de' START
2526, '\u09de' END
2532, '\u09e4' START
2533, '\u09e5' END
2559, '\u09ff' START
2560, '\u0a00' END
2564, '\u0a04' START
2564, '\u0a04' END
2571, '\u0a0b' START
2574, '\u0a0e' END
2577, '\u0a11' START
2578, '\u0a12' END
2601, '\u0a29' START
2601, '\u0a29' END
2609, '\u0a31' START
2609, '\u0a31' END
2612, '\u0a34' START
2612, '\u0a34' END
2615, '\u0a37' START
2615, '\u0a37' END
2618, '\u0a3a' START
2619, '\u0a3b' END
2621, '\u0a3d' START
2621, '\u0a3d' END
2627, '\u0a43' START
2630, '\u0a46' END
2633, '\u0a49' START
2634, '\u0a4a' END
2638, '\u0a4e' START
2640, '\u0a50' END
2642, '\u0a52' START
2648, '\u0a58' END
2653, '\u0a5d' START
2653, '\u0a5d' END
2655, '\u0a5f' START
2661, '\u0a65' END
2679, '\u0a77' START
2688, '\u0a80' END
2692, '\u0a84' START
2692, '\u0a84' END
2702, '\u0a8e' START
2702, '\u0a8e' END
2706, '\u0a92' START
2706, '\u0a92' END
2729, '\u0aa9' START
2729, '\u0aa9' END
2737, '\u0ab1' START
2737, '\u0ab1' END
2740, '\u0ab4' START
2740, '\u0ab4' END
2746, '\u0aba' START
2747, '\u0abb' END
2758, '\u0ac6' START
2758, '\u0ac6' END
2762, '\u0aca' START
2762, '\u0aca' END
2766, '\u0ace' START
2767, '\u0acf' END
2769, '\u0ad1' START
2783, '\u0adf' END
2788, '\u0ae4' START
2789, '\u0ae5' END
2802, '\u0af2' START
2808, '\u0af8' END
2816, '\u0b00' START
2816, '\u0b00' END
2820, '\u0b04' START
2820, '\u0b04' END
2829, '\u0b0d' START
2830, '\u0b0e' END
2833, '\u0b11' START
2834, '\u0b12' END
2857, '\u0b29' START
2857, '\u0b29' END
2865, '\u0b31' START
2865, '\u0b31' END
2868, '\u0b34' START
2868, '\u0b34' END
2874, '\u0b3a' START
2875, '\u0b3b' END
2885, '\u0b45' START
2886, '\u0b46' END
2889, '\u0b49' START
2890, '\u0b4a' END
2894, '\u0b4e' START
2900, '\u0b54' END
2904, '\u0b58' START
2907, '\u0b5b' END
2910, '\u0b5e' START
2910, '\u0b5e' END
2916, '\u0b64' START
2917, '\u0b65' END
2936, '\u0b78' START
2945, '\u0b81' END
2948, '\u0b84' START
2948, '\u0b84' END
2955, '\u0b8b' START
2957, '\u0b8d' END
2961, '\u0b91' START
2961, '\u0b91' END
2966, '\u0b96' START
2968, '\u0b98' END
2971, '\u0b9b' START
2971, '\u0b9b' END
2973, '\u0b9d' START
2973, '\u0b9d' END
2976, '\u0ba0' START
2978, '\u0ba2' END
2981, '\u0ba5' START
2983, '\u0ba7' END
2987, '\u0bab' START
2989, '\u0bad' END
3002, '\u0bba' START
3005, '\u0bbd' END
3011, '\u0bc3' START
3013, '\u0bc5' END
3017, '\u0bc9' START
3017, '\u0bc9' END
3022, '\u0bce' START
3023, '\u0bcf' END
3025, '\u0bd1' START
3030, '\u0bd6' END
3032, '\u0bd8' START
3045, '\u0be5' END
3067, '\u0bfb' START
3071, '\u0bff' END
3085, '\u0c0d' START
3085, '\u0c0d' END
3089, '\u0c11' START
3089, '\u0c11' END
3113, '\u0c29' START
3113, '\u0c29' END
3130, '\u0c3a' START
3132, '\u0c3c' END
3141, '\u0c45' START
3141, '\u0c45' END
3145, '\u0c49' START
3145, '\u0c49' END
3150, '\u0c4e' START
3156, '\u0c54' END
3159, '\u0c57' START
3159, '\u0c57' END
3163, '\u0c5b' START
3167, '\u0c5f' END
3172, '\u0c64' START
3173, '\u0c65' END
3184, '\u0c70' START
3190, '\u0c76' END
3213, '\u0c8d' START
3213, '\u0c8d' END
3217, '\u0c91' START
3217, '\u0c91' END
3241, '\u0ca9' START
3241, '\u0ca9' END
3252, '\u0cb4' START
3252, '\u0cb4' END
3258, '\u0cba' START
3259, '\u0cbb' END
3269, '\u0cc5' START
3269, '\u0cc5' END
3273, '\u0cc9' START
3273, '\u0cc9' END
3278, '\u0cce' START
3284, '\u0cd4' END
3287, '\u0cd7' START
3293, '\u0cdd' END
3295, '\u0cdf' START
3295, '\u0cdf' END
3300, '\u0ce4' START
3301, '\u0ce5' END
3312, '\u0cf0' START
3312, '\u0cf0' END
3315, '\u0cf3' START
3327, '\u0cff' END
3341, '\u0d0d' START
3341, '\u0d0d' END
3345, '\u0d11' START
3345, '\u0d11' END
3397, '\u0d45' START
3397, '\u0d45' END
3401, '\u0d49' START
3401, '\u0d49' END
3408, '\u0d50' START
3411, '\u0d53' END
3428, '\u0d64' START
3429, '\u0d65' END
3456, '\u0d80' START
3456, '\u0d80' END
3460, '\u0d84' START
3460, '\u0d84' END
3479, '\u0d97' START
3481, '\u0d99' END
3506, '\u0db2' START
3506, '\u0db2' END
3516, '\u0dbc' START
3516, '\u0dbc' END
3518, '\u0dbe' START
3519, '\u0dbf' END
3527, '\u0dc7' START
3529, '\u0dc9' END
3531, '\u0dcb' START
3534, '\u0dce' END
3541, '\u0dd5' START
3541, '\u0dd5' END
3543, '\u0dd7' START
3543, '\u0dd7' END
3552, '\u0de0' START
3557, '\u0de5' END
3568, '\u0df0' START
3569, '\u0df1' END
3573, '\u0df5' START
3584, '\u0e00' END
3643, '\u0e3b' START
3646, '\u0e3e' END
3676, '\u0e5c' START
3712, '\u0e80' END
3715, '\u0e83' START
3715, '\u0e83' END
3717, '\u0e85' START
3717, '\u0e85' END
3723, '\u0e8b' START
3723, '\u0e8b' END
3748, '\u0ea4' START
3748, '\u0ea4' END
3750, '\u0ea6' START
3750, '\u0ea6' END
3774, '\u0ebe' START
3775, '\u0ebf' END
3781, '\u0ec5' START
3781, '\u0ec5' END
3783, '\u0ec7' START
3783, '\u0ec7' END
3790, '\u0ece' START
3791, '\u0ecf' END
3802, '\u0eda' START
3803, '\u0edb' END
3808, '\u0ee0' START
3839, '\u0eff' END
3912, '\u0f48' START
3912, '\u0f48' END
3949, '\u0f6d' START
3952, '\u0f70' END
3992, '\u0f98' START
3992, '\u0f98' END
4029, '\u0fbd' START
4029, '\u0fbd' END
4045, '\u0fcd' START
4045, '\u0fcd' END
4059, '\u0fdb' START
4095, '\u0fff' END
4294, '\u10c6' START
4294, '\u10c6' END
4296, '\u10c8' START
4300, '\u10cc' END
4302, '\u10ce' START
4303, '\u10cf' END
4681, '\u1249' START
4681, '\u1249' END
4686, '\u124e' START
4687, '\u124f' END
4695, '\u1257' START
4695, '\u1257' END
4697, '\u1259' START
4697, '\u1259' END
4702, '\u125e' START
4703, '\u125f' END
4745, '\u1289' START
4745, '\u1289' END
4750, '\u128e' START
4751, '\u128f' END
4785, '\u12b1' START
4785, '\u12b1' END
4790, '\u12b6' START
4791, '\u12b7' END
4799, '\u12bf' START
4799, '\u12bf' END
4801, '\u12c1' START
4801, '\u12c1' END
4806, '\u12c6' START
4807, '\u12c7' END
4823, '\u12d7' START
4823, '\u12d7' END
4881, '\u1311' START
4881, '\u1311' END
4886, '\u1316' START
4887, '\u1317' END
4955, '\u135b' START
4956, '\u135c' END
4989, '\u137d' START
4991, '\u137f' END
5018, '\u139a' START
5023, '\u139f' END
5110, '\u13f6' START
5111, '\u13f7' END
5118, '\u13fe' START
5119, '\u13ff' END
5760, '\u1680' START
5760, '\u1680' END
5789, '\u169d' START
5791, '\u169f' END
5881, '\u16f9' START
5887, '\u16ff' END
5901, '\u170d' START
5901, '\u170d' END
5909, '\u1715' START
5919, '\u171f' END
5943, '\u1737' START
5951, '\u173f' END
5972, '\u1754' START
5983, '\u175f' END
5997, '\u176d' START
5997, '\u176d' END
6001, '\u1771' START
6001, '\u1771' END
6004, '\u1774' START
6015, '\u177f' END
6110, '\u17de' START
6111, '\u17df' END
6122, '\u17ea' START
6127, '\u17ef' END
6138, '\u17fa' START
6143, '\u17ff' END
6158, '\u180e' START
6159, '\u180f' END
6170, '\u181a' START
6175, '\u181f' END
6265, '\u1879' START
6271, '\u187f' END
6315, '\u18ab' START
6319, '\u18af' END
6390, '\u18f6' START
6399, '\u18ff' END
6431, '\u191f' START
6431, '\u191f' END
6444, '\u192c' START
6447, '\u192f' END
6460, '\u193c' START
6463, '\u193f' END
6465, '\u1941' START
6467, '\u1943' END
6510, '\u196e' START
6511, '\u196f' END
6517, '\u1975' START
6527, '\u197f' END
6572, '\u19ac' START
6575, '\u19af' END
6602, '\u19ca' START
6607, '\u19cf' END
6619, '\u19db' START
6621, '\u19dd' END
6684, '\u1a1c' START
6685, '\u1a1d' END
6751, '\u1a5f' START
6751, '\u1a5f' END
6781, '\u1a7d' START
6782, '\u1a7e' END
6794, '\u1a8a' START
6799, '\u1a8f' END
6810, '\u1a9a' START
6815, '\u1a9f' END
6830, '\u1aae' START
6831, '\u1aaf' END
6849, '\u1ac1' START
6911, '\u1aff' END
6988, '\u1b4c' START
6991, '\u1b4f' END
7037, '\u1b7d' START
7039, '\u1b7f' END
7156, '\u1bf4' START
7163, '\u1bfb' END
7224, '\u1c38' START
7226, '\u1c3a' END
7242, '\u1c4a' START
7244, '\u1c4c' END
7305, '\u1c89' START
7311, '\u1c8f' END
7355, '\u1cbb' START
7356, '\u1cbc' END
7368, '\u1cc8' START
7375, '\u1ccf' END
7419, '\u1cfb' START
7423, '\u1cff' END
7674, '\u1dfa' START
7674, '\u1dfa' END
7958, '\u1f16' START
7959, '\u1f17' END
7966, '\u1f1e' START
7967, '\u1f1f' END
8006, '\u1f46' START
8007, '\u1f47' END
8014, '\u1f4e' START
8015, '\u1f4f' END
8024, '\u1f58' START
8024, '\u1f58' END
8026, '\u1f5a' START
8026, '\u1f5a' END
8028, '\u1f5c' START
8028, '\u1f5c' END
8030, '\u1f5e' START
8030, '\u1f5e' END
8062, '\u1f7e' START
8063, '\u1f7f' END
8117, '\u1fb5' START
8117, '\u1fb5' END
8133, '\u1fc5' START
8133, '\u1fc5' END
8148, '\u1fd4' START
8149, '\u1fd5' END
8156, '\u1fdc' START
8156, '\u1fdc' END
8176, '\u1ff0' START
8177, '\u1ff1' END
8181, '\u1ff5' START
8181, '\u1ff5' END
8191, '\u1fff' START
8207, '\u200f' END
8232, '\u2028' START
8239, '\u202f' END
8287, '\u205f' START
8303, '\u206f' END
8306, '\u2072' START
8307, '\u2073' END
8335, '\u208f' START
8335, '\u208f' END
8349, '\u209d' START
8351, '\u209f' END
8384, '\u20c0' START
8399, '\u20cf' END
8433, '\u20f1' START
8447, '\u20ff' END
8588, '\u218c' START
8591, '\u218f' END
9255, '\u2427' START
9279, '\u243f' END
9291, '\u244b' START
9311, '\u245f' END
11124, '\u2b74' START
11125, '\u2b75' END
11158, '\u2b96' START
11158, '\u2b96' END
11311, '\u2c2f' START
11311, '\u2c2f' END
11359, '\u2c5f' START
11359, '\u2c5f' END
11508, '\u2cf4' START
11512, '\u2cf8' END
11558, '\u2d26' START
11558, '\u2d26' END
11560, '\u2d28' START
11564, '\u2d2c' END
11566, '\u2d2e' START
11567, '\u2d2f' END
11624, '\u2d68' START
11630, '\u2d6e' END
11633, '\u2d71' START
11646, '\u2d7e' END
11671, '\u2d97' START
11679, '\u2d9f' END
11687, '\u2da7' START
11687, '\u2da7' END
11695, '\u2daf' START
11695, '\u2daf' END
11703, '\u2db7' START
11703, '\u2db7' END
11711, '\u2dbf' START
11711, '\u2dbf' END
11719, '\u2dc7' START
11719, '\u2dc7' END
11727, '\u2dcf' START
11727, '\u2dcf' END
11735, '\u2dd7' START
11735, '\u2dd7' END
11743, '\u2ddf' START
11743, '\u2ddf' END
11859, '\u2e53' START
11903, '\u2e7f' END
11930, '\u2e9a' START
11930, '\u2e9a' END
12020, '\u2ef4' START
12031, '\u2eff' END
12246, '\u2fd6' START
12271, '\u2fef' END
12284, '\u2ffc' START
12288, '\u3000' END
12352, '\u3040' START
12352, '\u3040' END
12439, '\u3097' START
12440, '\u3098' END
12544, '\u3100' START
12548, '\u3104' END
12592, '\u3130' START
12592, '\u3130' END
12687, '\u318f' START
12687, '\u318f' END
12772, '\u31e4' START
12783, '\u31ef' END
12831, '\u321f' START
12831, '\u321f' END
40957, '\u9ffd' START
40959, '\u9fff' END
42125, '\ua48d' START
42127, '\ua48f' END
42183, '\ua4c7' START
42191, '\ua4cf' END
42540, '\ua62c' START
42559, '\ua63f' END
42744, '\ua6f8' START
42751, '\ua6ff' END
42944, '\ua7c0' START
42945, '\ua7c1' END
42955, '\ua7cb' START
42996, '\ua7f4' END
43053, '\ua82d' START
43055, '\ua82f' END
43066, '\ua83a' START
43071, '\ua83f' END
43128, '\ua878' START
43135, '\ua87f' END
43206, '\ua8c6' START
43213, '\ua8cd' END
43226, '\ua8da' START
43231, '\ua8df' END
43348, '\ua954' START
43358, '\ua95e' END
43389, '\ua97d' START
43391, '\ua97f' END
43470, '\ua9ce' START
43470, '\ua9ce' END
43482, '\ua9da' START
43485, '\ua9dd' END
43519, '\ua9ff' START
43519, '\ua9ff' END
43575, '\uaa37' START
43583, '\uaa3f' END
43598, '\uaa4e' START
43599, '\uaa4f' END
43610, '\uaa5a' START
43611, '\uaa5b' END
43715, '\uaac3' START
43738, '\uaada' END
43767, '\uaaf7' START
43776, '\uab00' END
43783, '\uab07' START
43784, '\uab08' END
43791, '\uab0f' START
43792, '\uab10' END
43799, '\uab17' START
43807, '\uab1f' END
43815, '\uab27' START
43815, '\uab27' END
43823, '\uab2f' START
43823, '\uab2f' END
43884, '\uab6c' START
43887, '\uab6f' END
44014, '\uabee' START
44015, '\uabef' END
44026, '\uabfa' START
44031, '\uabff' END
55204, '\ud7a4' START
55215, '\ud7af' END
55239, '\ud7c7' START
55242, '\ud7ca' END
55292, '\ud7fc' START
63743, '\uf8ff' END
64110, '\ufa6e' START
64111, '\ufa6f' END
64218, '\ufada' START
64255, '\ufaff' END
64263, '\ufb07' START
64274, '\ufb12' END
64280, '\ufb18' START
64284, '\ufb1c' END
64311, '\ufb37' START
64311, '\ufb37' END
64317, '\ufb3d' START
64317, '\ufb3d' END
64319, '\ufb3f' START
64319, '\ufb3f' END
64322, '\ufb42' START
64322, '\ufb42' END
64325, '\ufb45' START
64325, '\ufb45' END
64450, '\ufbc2' START
64466, '\ufbd2' END
64832, '\ufd40' START
64847, '\ufd4f' END
64912, '\ufd90' START
64913, '\ufd91' END
64968, '\ufdc8' START
65007, '\ufdef' END
65022, '\ufdfe' START
65023, '\ufdff' END
65050, '\ufe1a' START
65055, '\ufe1f' END
65107, '\ufe53' START
65107, '\ufe53' END
65127, '\ufe67' START
65127, '\ufe67' END
65132, '\ufe6c' START
65135, '\ufe6f' END
65141, '\ufe75' START
65141, '\ufe75' END
65277, '\ufefd' START
65280, '\uff00' END
65471, '\uffbf' START
65473, '\uffc1' END
65480, '\uffc8' START
65481, '\uffc9' END
65488, '\uffd0' START
65489, '\uffd1' END
65496, '\uffd8' START
65497, '\uffd9' END
65501, '\uffdd' START
65503, '\uffdf' END
65511, '\uffe7' START
65511, '\uffe7' END
65519, '\uffef' START
65531, '\ufffb' END
65534, '\ufffe' START
65535, '\uffff' END
65548, '\U0001000c' START
65548, '\U0001000c' END
65575, '\U00010027' START
65575, '\U00010027' END
65595, '\U0001003b' START
65595, '\U0001003b' END
65598, '\U0001003e' START
65598, '\U0001003e' END
65614, '\U0001004e' START
65615, '\U0001004f' END
65630, '\U0001005e' START
65663, '\U0001007f' END
65787, '\U000100fb' START
65791, '\U000100ff' END
65795, '\U00010103' START
65798, '\U00010106' END
65844, '\U00010134' START
65846, '\U00010136' END
65935, '\U0001018f' START
65935, '\U0001018f' END
65949, '\U0001019d' START
65951, '\U0001019f' END
65953, '\U000101a1' START
65999, '\U000101cf' END
66046, '\U000101fe' START
66175, '\U0001027f' END
66205, '\U0001029d' START
66207, '\U0001029f' END
66257, '\U000102d1' START
66271, '\U000102df' END
66300, '\U000102fc' START
66303, '\U000102ff' END
66340, '\U00010324' START
66348, '\U0001032c' END
66379, '\U0001034b' START
66383, '\U0001034f' END
66427, '\U0001037b' START
66431, '\U0001037f' END
66462, '\U0001039e' START
66462, '\U0001039e' END
66500, '\U000103c4' START
66503, '\U000103c7' END
66518, '\U000103d6' START
66559, '\U000103ff' END
66718, '\U0001049e' START
66719, '\U0001049f' END
66730, '\U000104aa' START
66735, '\U000104af' END
66772, '\U000104d4' START
66775, '\U000104d7' END
66812, '\U000104fc' START
66815, '\U000104ff' END
66856, '\U00010528' START
