index escape_code
66863, '\U0001052f' END
66916, '\U00010564' START
66926, '\U0001056e' END
66928, '\U00010570' START
67071, '\U000105ff' END
67383, '\U00010737' START
67391, '\U0001073f' END
67414, '\U00010756' START
67423, '\U0001075f' END
67432, '\U00010768' START
67583, '\U000107ff' END
67590, '\U00010806' START
67591, '\U00010807' END
67593, '\U00010809' START
67593, '\U00010809' END
67638, '\U00010836' START
67638, '\U00010836' END
67641, '\U00010839' START
67643, '\U0001083b' END
67645, '\U0001083d' START
67646, '\U0001083e' END
67670, '\U00010856' START
67670, '\U00010856' END
67743, '\U0001089f' START
67750, '\U000108a6' END
67760, '\U000108b0' START
67807, '\U000108df' END
67827, '\U000108f3' START
67827, '\U000108f3' END
67830, '\U000108f6' START
67834, '\U000108fa' END
67868, '\U0001091c' START
67870, '\U0001091e' END
67898, '\U0001093a' START
67902, '\U0001093e' END
67904, '\U00010940' START
67967, '\U0001097f' END
68024, '\U000109b8' START
68027, '\U000109bb' END
68048, '\U000109d0' START
68049, '\U000109d1' END
68100, '\U00010a04' START
68100, '\U00010a04' END
68103, '\U00010a07' START
68107, '\U00010a0b' END
68116, '\U00010a14' START
68116, '\U00010a14' END
68120, '\U00010a18' START
68120, '\U00010a18' END
68150, '\U00010a36' START
68151, '\U00010a37' END
68155, '\U00010a3b' START
68158, '\U00010a3e' END
68169, '\U00010a49' START
68175, '\U00010a4f' END
68185, '\U00010a59' START
68191, '\U00010a5f' END
68256, '\U00010aa0' START
68287, '\U00010abf' END
68327, '\U00010ae7' START
68330, '\U00010aea' END
68343, '\U00010af7' START
68351, '\U00010aff' END
68406, '\U00010b36' START
68408, '\U00010b38' END
68438, '\U00010b56' START
68439, '\U00010b57' END
68467, '\U00010b73' START
68471, '\U00010b77' END
68498, '\U00010b92' START
68504, '\U00010b98' END
68509, '\U00010b9d' START
68520, '\U00010ba8' END
68528, '\U00010bb0' START
68607, '\U00010bff' END
68681, '\U00010c49' START
68735, '\U00010c7f' END
68787, '\U00010cb3' START
68799, '\U00010cbf' END
68851, '\U00010cf3' START
68857, '\U00010cf9' END
68904, '\U00010d28' START
68911, '\U00010d2f' END
68922, '\U00010d3a' START
69215, '\U00010e5f' END
69247, '\U00010e7f' START
69247, '\U00010e7f' END
69290, '\U00010eaa' START
69290, '\U00010eaa' END
69294, '\U00010eae' START
69295, '\U00010eaf' END
69298, '\U00010eb2' START
69375, '\U00010eff' END
69416, '\U00010f28' START
69423, '\U00010f2f' END
69466, '\U00010f5a' START
69551, '\U00010faf' END
69580, '\U00010fcc' START
69599, '\U00010fdf' END
69623, '\U00010ff7' START
69631, '\U00010fff' END
69710, '\U0001104e' START
69713, '\U00011051' END
69744, '\U00011070' START
69758, '\U0001107e' END
69821, '\U000110bd' START
69821, '\U000110bd' END
69826, '\U000110c2' START
69839, '\U000110cf' END
69865, '\U000110e9' START
69871, '\U000110ef' END
69882, '\U000110fa' START
69887, '\U000110ff' END
69941, '\U00011135' START
69941, '\U00011135' END
69960, '\U00011148' START
69967, '\U0001114f' END
70007, '\U00011177' START
70015, '\U0001117f' END
70112, '\U000111e0' START
70112, '\U000111e0' END
70133, '\U000111f5' START
70143, '\U000111ff' END
70162, '\U00011212' START
70162, '\U00011212' END
70207, '\U0001123f' START
70271, '\U0001127f' END
70279, '\U00011287' START
70279, '\U00011287' END
70281, '\U00011289' START
70281, '\U00011289' END
70286, '\U0001128e' START
70286, '\U0001128e' END
70302, '\U0001129e' START
70302, '\U0001129e' END
70314, '\U000112aa' START
70319, '\U000112af' END
70379, '\U000112eb' START
70383, '\U000112ef' END
70394, '\U000112fa' START
70399, '\U000112ff' END
70404, '\U00011304' START
70404, '\U00011304' END
70413, '\U0001130d' START
70414, '\U0001130e' END
70417, '\U00011311' START
70418, '\U00011312' END
70441, '\U00011329' START
70441, '\U00011329' END
70449, '\U00011331' START
70449, '\U00011331' END
70452, '\U00011334' START
70452, '\U00011334' END
70458, '\U0001133a' START
70458, '\U0001133a' END
70469, '\U00011345' START
70470, '\U00011346' END
70473, '\U00011349' START
70474, '\U0001134a' END
70478, '\U0001134e' START
70479, '\U0001134f' END
70481, '\U00011351' START
70486, '\U00011356' END
70488, '\U00011358' START
70492, '\U0001135c' END
70500, '\U00011364' START
70501, '\U00011365' END
70509, '\U0001136d' START
70511, '\U0001136f' END
70517, '\U00011375' START
70655, '\U000113ff' END
70748, '\U0001145c' START
70748, '\U0001145c' END
70754, '\U00011462' START
70783, '\U0001147f' END
70856, '\U000114c8' START
70863, '\U000114cf' END
70874, '\U000114da' START
71039, '\U0001157f' END
71094, '\U000115b6' START
71095, '\U000115b7' END
71134, '\U000115de' START
71167, '\U000115ff' END
71237, '\U00011645' START
71247, '\U0001164f' END
71258, '\U0001165a' START
71263, '\U0001165f' END
71277, '\U0001166d' START
71295, '\U0001167f' END
71353, '\U000116b9' START
71359, '\U000116bf' END
71370, '\U000116ca' START
71423, '\U000116ff' END
71451, '\U0001171b' START
71452, '\U0001171c' END
71468, '\U0001172c' START
71471, '\U0001172f' END
71488, '\U00011740' START
71679, '\U000117ff' END
71740, '\U0001183c' START
71839, '\U0001189f' END
71923, '\U000118f3' START
71934, '\U000118fe' END
71943, '\U00011907' START
71944, '\U00011908' END
71946, '\U0001190a' START
71947, '\U0001190b' END
71956, '\U00011914' START
71956, '\U00011914' END
71959, '\U00011917' START
71959, '\U00011917' END
71990, '\U00011936' START
71990, '\U00011936' END
71993, '\U00011939' START
71994, '\U0001193a' END
72007, '\U00011947' START
72015, '\U0001194f' END
72026, '\U0001195a' START
72095, '\U0001199f' END
72104, '\U000119a8' START
72105, '\U000119a9' END
72152, '\U000119d8' START
72153, '\U000119d9' END
72165, '\U000119e5' START
72191, '\U000119ff' END
72264, '\U00011a48' START
72271, '\U00011a4f' END
72355, '\U00011aa3' START
72383, '\U00011abf' END
72441, '\U00011af9' START
72703, '\U00011bff' END
72713, '\U00011c09' START
72713, '\U00011c09' END
72759, '\U00011c37' START
72759, '\U00011c37' END
72774, '\U00011c46' START
72783, '\U00011c4f' END
72813, '\U00011c6d' START
72815, '\U00011c6f' END
72848, '\U00011c90' START
72849, '\U00011c91' END
72872, '\U00011ca8' START
72872, '\U00011ca8' END
72887, '\U00011cb7' START
72959, '\U00011cff' END
72967, '\U00011d07' START
72967, '\U00011d07' END
72970, '\U00011d0a' START
72970, '\U00011d0a' END
73015, '\U00011d37' START
73017, '\U00011d39' END
73019, '\U00011d3b' START
73019, '\U00011d3b' END
73022, '\U00011d3e' START
73022, '\U00011d3e' END
73032, '\U00011d48' START
73039, '\U00011d4f' END
73050, '\U00011d5a' START
73055, '\U00011d5f' END
73062, '\U00011d66' START
73062, '\U00011d66' END
73065, '\U00011d69' START
73065, '\U00011d69' END
73103, '\U00011d8f' START
73103, '\U00011d8f' END
73106, '\U00011d92' START
73106, '\U00011d92' END
73113, '\U00011d99' START
73119, '\U00011d9f' END
73130, '\U00011daa' START
73439, '\U00011edf' END
73465, '\U00011ef9' START
73647, '\U00011faf' END
73649, '\U00011fb1' START
73663, '\U00011fbf' END
73714, '\U00011ff2' START
73726, '\U00011ffe' END
74650, '\U0001239a' START
74751, '\U000123ff' END
74863, '\U0001246f' START
74863, '\U0001246f' END
74869, '\U00012475' START
74879, '\U0001247f' END
75076, '\U00012544' START
77823, '\U00012fff' END
78895, '\U0001342f' START
82943, '\U000143ff' END
83527, '\U00014647' START
92159, '\U000167ff' END
92729, '\U00016a39' START
92735, '\U00016a3f' END
92767, '\U00016a5f' START
92767, '\U00016a5f' END
92778, '\U00016a6a' START
92781, '\U00016a6d' END
92784, '\U00016a70' START
92879, '\U00016acf' END
92910, '\U00016aee' START
92911, '\U00016aef' END
92918, '\U00016af6' START
92927, '\U00016aff' END
92998, '\U00016b46' START
93007, '\U00016b4f' END
93018, '\U00016b5a' START
93018, '\U00016b5a' END
93026, '\U00016b62' START
93026, '\U00016b62' END
93048, '\U00016b78' START
93052, '\U00016b7c' END
93072, '\U00016b90' START
93759, '\U00016e3f' END
93851, '\U00016e9b' START
93951, '\U00016eff' END
94027, '\U00016f4b' START
94030, '\U00016f4e' END
94088, '\U00016f88' START
94094, '\U00016f8e' END
94112, '\U00016fa0' START
94175, '\U00016fdf' END
94181, '\U00016fe5' START
94191, '\U00016fef' END
94194, '\U00016ff2' START
94207, '\U00016fff' END
100344, '\U000187f8' START
100351, '\U000187ff' END
101590, '\U00018cd6' START
101631, '\U00018cff' END
101641, '\U00018d09' START
110591, '\U0001afff' END
110879, '\U0001b11f' START
110927, '\U0001b14f' END
110931, '\U0001b153' START
110947, '\U0001b163' END
110952, '\U0001b168' START
110959, '\U0001b16f' END
111356, '\U0001b2fc' START
113663, '\U0001bbff' END
113771, '\U0001bc6b' START
113775, '\U0001bc6f' END
113789, '\U0001bc7d' START
113791, '\U0001bc7f' END
113801, '\U0001bc89' START
113807, '\U0001bc8f' END
113818, '\U0001bc9a' START
113819, '\U0001bc9b' END
113824, '\U0001bca0' START
118783, '\U0001cfff' END
119030, '\U0001d0f6' START
119039, '\U0001d0ff' END
119079, '\U0001d127' START
119080, '\U0001d128' END
119155, '\U0001d173' START
119162, '\U0001d17a' END
119273, '\U0001d1e9' START
119295, '\U0001d1ff' END
119366, '\U0001d246' START
119519, '\U0001d2df' END
119540, '\U0001d2f4' START
119551, '\U0001d2ff' END
119639, '\U0001d357' START
119647, '\U0001d35f' END
119673, '\U0001d379' START
119807, '\U0001d3ff' END
119893, '\U0001d455' START
119893, '\U0001d455' END
119965, '\U0001d49d' START
119965, '\U0001d49d' END
